consensus,mec_count,provider_id,run_id,phase,value_ms,won_any,aggregation
clique,30,3,11,winner_wait,7040,1,per_run
clique,30,3,11,confirm_all,19289,1,per_run
clique,30,3,12,announce_wait,395,1,per_run
clique,30,3,12,bid_sending,3342,1,per_run
clique,30,3,12,winner_wait,6702,1,per_run
clique,30,3,12,confirm_all,19943,1,per_run
clique,30,3,13,announce_wait,362,0,per_run
clique,30,3,13,bid_sending,2991,0,per_run
clique,30,3,13,winner_wait,6932,0,per_run
clique,30,3,14,announce_wait,342,0,per_run
clique,30,3,14,bid_sending,3175,0,per_run
clique,30,3,14,winner_wait,6695,0,per_run
clique,30,3,15,announce_wait,293,0,per_run
clique,30,3,15,bid_sending,3399,0,per_run
clique,30,3,15,winner_wait,6600,0,per_run
clique,30,3,16,announce_wait,309,0,per_run
clique,30,3,16,bid_sending,3171,0,per_run
clique,30,3,16,winner_wait,6989,0,per_run
clique,30,3,17,announce_wait,299,0,per_run
clique,30,3,17,bid_sending,3179,0,per_run
clique,30,3,17,winner_wait,7060,0,per_run
clique,30,3,18,announce_wait,363,0,per_run
clique,30,3,18,bid_sending,2909,0,per_run
clique,30,3,18,winner_wait,7140,0,per_run
clique,30,3,19,announce_wait,338,0,per_run
clique,30,3,19,bid_sending,2991,0,per_run
clique,30,3,19,winner_wait,6409,0,per_run
clique,30,3,2,announce_wait,374,0,per_run
clique,30,3,2,bid_sending,3100,0,per_run
clique,30,3,2,winner_wait,6924,0,per_run
clique,30,3,20,announce_wait,303,0,per_run
clique,30,3,20,bid_sending,3024,0,per_run
clique,30,3,20,winner_wait,6823,0,per_run
clique,30,3,3,announce_wait,341,0,per_run
clique,30,3,3,bid_sending,2972,0,per_run
clique,30,3,3,winner_wait,7104,0,per_run
clique,30,3,4,announce_wait,276,0,per_run
clique,30,3,4,bid_sending,2871,0,per_run
clique,30,3,4,winner_wait,7463,0,per_run
clique,30,3,5,announce_wait,374,0,per_run
clique,30,3,5,bid_sending,3100,0,per_run
clique,30,3,5,winner_wait,6924,0,per_run
clique,30,3,6,announce_wait,340,0,per_run
clique,30,3,6,bid_sending,3146,0,per_run
clique,30,3,6,winner_wait,7162,0,per_run
clique,30,3,7,announce_wait,293,0,per_run
clique,30,3,7,bid_sending,3012,0,per_run
clique,30,3,7,winner_wait,7153,0,per_run
clique,30,3,8,announce_wait,280,0,per_run
clique,30,3,8,bid_sending,3087,0,per_run
clique,30,3,8,winner_wait,7380,0,per_run
clique,30,3,9,announce_wait,307,0,per_run
clique,30,3,9,bid_sending,2933,0,per_run
clique,30,3,9,winner_wait,9698,0,per_run
clique,30,4,1,announce_wait,372,0,per_run
clique,30,4,1,bid_sending,3121,0,per_run
clique,30,4,1,winner_wait,6750,0,per_run
clique,30,4,10,announce_wait,312,0,per_run
clique,30,4,10,bid_sending,2958,0,per_run
clique,30,4,10,winner_wait,7068,0,per_run
clique,30,4,11,announce_wait,282,0,per_run
clique,30,4,11,bid_sending,2807,0,per_run
clique,30,4,11,winner_wait,7341,0,per_run
clique,30,4,12,announce_wait,337,0,per_run
clique,30,4,12,bid_sending,2953,0,per_run
clique,30,4,12,winner_wait,6879,0,per_run
clique,30,4,13,announce_wait,329,0,per_run
clique,30,4,13,bid_sending,2980,0,per_run
clique,30,4,13,winner_wait,7125,0,per_run
clique,30,4,14,announce_wait,416,1,per_run
clique,30,4,14,bid_sending,2982,1,per_run
clique,30,4,14,winner_wait,6893,1,per_run
clique,30,4,14,confirm_all,20922,1,per_run
clique,30,4,15,announce_wait,323,0,per_run
clique,30,4,15,bid_sending,3096,0,per_run
clique,30,4,15,winner_wait,7046,0,per_run
clique,30,4,16,announce_wait,288,0,per_run
clique,30,4,16,bid_sending,2905,0,per_run
clique,30,4,16,winner_wait,7283,0,per_run
clique,30,4,17,announce_wait,276,0,per_run
clique,30,4,17,bid_sending,2995,0,per_run
clique,30,4,17,winner_wait,7258,0,per_run
clique,30,4,18,announce_wait,330,0,per_run
clique,30,4,18,bid_sending,2807,0,per_run
clique,30,4,18,winner_wait,7148,0,per_run
clique,30,4,19,announce_wait,290,0,per_run
clique,30,4,19,bid_sending,2710,0,per_run
clique,30,4,19,winner_wait,6767,0,per_run
clique,30,4,2,announce_wait,373,1,per_run
clique,30,4,2,bid_sending,3214,1,per_run
clique,30,4,2,winner_wait,7029,1,per_run
clique,30,4,2,confirm_all,21870,1,per_run
clique,30,4,20,announce_wait,285,0,per_run
clique,30,4,20,bid_sending,2769,0,per_run
clique,30,4,20,winner_wait,7235,0,per_run
clique,30,4,3,announce_wait,361,0,per_run
clique,30,4,3,bid_sending,3519,0,per_run
clique,30,4,3,winner_wait,6766,0,per_run
clique,30,4,4,announce_wait,388,1,per_run
clique,30,4,4,bid_sending,3510,1,per_run
clique,30,4,4,winner_wait,6851,1,per_run
clique,30,4,4,confirm_all,22216,1,per_run
clique,30,4,5,announce_wait,373,1,per_run
clique,30,4,5,bid_sending,3214,1,per_run
clique,30,4,5,winner_wait,7029,1,per_run
clique,30,4,5,confirm_all,21870,1,per_run
clique,30,4,6,announce_wait,364,1,per_run
clique,30,4,6,bid_sending,3095,1,per_run
clique,30,4,6,winner_wait,7109,1,per_run
clique,30,4,6,confirm_all,21893,1,per_run
clique,30,4,7,announce_wait,305,0,per_run
clique,30,4,7,bid_sending,3118,0,per_run
clique,30,4,7,winner_wait,6917,0,per_run
clique,30,4,8,announce_wait,338,0,per_run
clique,30,4,8,bid_sending,3192,0,per_run
clique,30,4,8,winner_wait,6920,0,per_run
clique,30,4,9,announce_wait,348,0,per_run
clique,30,4,9,bid_sending,3004,0,per_run
clique,30,4,9,winner_wait,9536,0,per_run
clique,30,5,1,announce_wait,303,1,per_run
clique,30,5,1,bid_sending,2965,1,per_run
clique,30,5,1,winner_wait,6738,1,per_run
clique,30,5,1,confirm_all,21191,1,per_run
clique,30,5,10,announce_wait,300,0,per_run
clique,30,5,10,bid_sending,2783,0,per_run
clique,30,5,10,winner_wait,7378,0,per_run
clique,30,5,11,announce_wait,275,0,per_run
clique,30,5,11,bid_sending,2739,0,per_run
clique,30,5,11,winner_wait,7432,0,per_run
clique,30,5,12,announce_wait,317,0,per_run
clique,30,5,12,bid_sending,3189,0,per_run
clique,30,5,12,winner_wait,6808,0,per_run
clique,30,5,13,announce_wait,391,1,per_run
clique,30,5,13,bid_sending,2920,1,per_run
clique,30,5,13,winner_wait,7184,1,per_run
clique,30,5,13,confirm_all,19636,1,per_run
clique,30,5,14,announce_wait,272,0,per_run
clique,30,5,14,bid_sending,2966,0,per_run
clique,30,5,14,winner_wait,6990,0,per_run
clique,30,5,15,announce_wait,275,0,per_run
clique,30,5,15,bid_sending,3293,0,per_run
clique,30,5,15,winner_wait,6968,0,per_run
clique,30,5,16,announce_wait,301,0,per_run
clique,30,5,16,bid_sending,3017,0,per_run
clique,30,5,16,winner_wait,7240,0,per_run
clique,30,5,17,announce_wait,277,0,per_run
clique,30,5,17,bid_sending,3102,0,per_run
clique,30,5,17,winner_wait,6757,0,per_run
clique,30,5,18,announce_wait,366,1,per_run
clique,30,5,18,bid_sending,2913,1,per_run
clique,30,5,18,winner_wait,7141,1,per_run
clique,30,5,18,confirm_all,19845,1,per_run
clique,30,5,19,announce_wait,328,0,per_run
clique,30,5,19,bid_sending,2918,0,per_run
clique,30,5,19,winner_wait,6587,0,per_run
clique,30,5,2,announce_wait,364,0,per_run
clique,30,5,2,bid_sending,2928,0,per_run
clique,30,5,2,winner_wait,7381,0,per_run
clique,30,5,20,announce_wait,318,0,per_run
clique,30,5,20,bid_sending,3065,0,per_run
clique,30,5,20,winner_wait,6850,0,per_run
clique,30,5,3,announce_wait,358,1,per_run
clique,30,5,3,bid_sending,3095,1,per_run
clique,30,5,3,winner_wait,7071,1,per_run
clique,30,5,3,confirm_all,20352,1,per_run
clique,30,5,4,announce_wait,316,0,per_run
clique,30,5,4,bid_sending,3069,0,per_run
clique,30,5,4,winner_wait,7078,0,per_run
clique,30,5,5,announce_wait,364,0,per_run
clique,30,5,5,bid_sending,2928,0,per_run
clique,30,5,5,winner_wait,7381,0,per_run
clique,30,5,6,announce_wait,282,0,per_run
clique,30,5,6,bid_sending,3049,0,per_run
clique,30,5,6,winner_wait,7122,0,per_run
clique,30,5,7,announce_wait,327,1,per_run
clique,30,5,7,bid_sending,3038,1,per_run
clique,30,5,7,winner_wait,6990,1,per_run
clique,30,5,7,confirm_all,20774,1,per_run
clique,30,5,8,announce_wait,392,0,per_run
clique,30,5,8,bid_sending,3027,0,per_run
clique,30,5,8,winner_wait,7057,0,per_run
clique,30,5,9,announce_wait,323,0,per_run
clique,30,5,9,bid_sending,2854,0,per_run
clique,30,5,9,winner_wait,9547,0,per_run
clique,30,6,1,announce_wait,359,0,per_run
clique,30,6,1,bid_sending,2984,0,per_run
clique,30,6,1,winner_wait,7088,0,per_run
clique,30,6,10,announce_wait,300,0,per_run
clique,30,6,10,bid_sending,2862,0,per_run
clique,30,6,10,winner_wait,7249,0,per_run
clique,30,6,11,announce_wait,378,0,per_run
clique,30,6,11,bid_sending,2818,0,per_run
clique,30,6,11,winner_wait,7080,0,per_run
clique,30,6,12,announce_wait,319,0,per_run
clique,30,6,12,bid_sending,3228,0,per_run
clique,30,6,12,winner_wait,6851,0,per_run
clique,30,6,13,announce_wait,334,0,per_run
clique,30,6,13,bid_sending,3124,0,per_run
clique,30,6,13,winner_wait,7033,0,per_run
clique,30,6,14,announce_wait,285,0,per_run
clique,30,6,14,bid_sending,3238,0,per_run
clique,30,6,14,winner_wait,6438,0,per_run
clique,30,6,15,announce_wait,346,0,per_run
clique,30,6,15,bid_sending,3074,0,per_run
clique,30,6,15,winner_wait,7216,0,per_run
clique,30,6,16,announce_wait,285,1,per_run
clique,30,6,16,bid_sending,2948,1,per_run
clique,30,6,16,winner_wait,7151,1,per_run
clique,30,6,16,confirm_all,21724,1,per_run
clique,30,6,17,announce_wait,282,0,per_run
clique,30,6,17,bid_sending,2931,0,per_run
clique,30,6,17,winner_wait,7056,0,per_run
clique,30,6,18,announce_wait,305,0,per_run
clique,30,6,18,bid_sending,3043,0,per_run
clique,30,6,18,winner_wait,7067,0,per_run
clique,30,6,19,announce_wait,340,1,per_run
clique,30,6,19,bid_sending,2929,1,per_run
clique,30,6,19,winner_wait,6307,1,per_run
clique,30,6,19,confirm_all,21078,1,per_run
clique,30,6,2,announce_wait,348,0,per_run
clique,30,6,2,bid_sending,3062,0,per_run
clique,30,6,2,winner_wait,6950,0,per_run
clique,30,6,20,announce_wait,322,0,per_run
clique,30,6,20,bid_sending,3105,0,per_run
clique,30,6,20,winner_wait,6910,0,per_run
clique,30,6,3,announce_wait,390,0,per_run
clique,30,6,3,bid_sending,3314,0,per_run
clique,30,6,3,winner_wait,6777,0,per_run
clique,30,6,4,announce_wait,450,0,per_run
clique,30,6,4,bid_sending,3122,0,per_run
clique,30,6,4,winner_wait,7098,0,per_run
clique,30,6,5,announce_wait,348,0,per_run
clique,30,6,5,bid_sending,3062,0,per_run
clique,30,6,5,winner_wait,6950,0,per_run
clique,30,6,6,announce_wait,279,0,per_run
clique,30,6,6,bid_sending,3011,0,per_run
clique,30,6,6,winner_wait,7040,0,per_run
clique,30,6,7,announce_wait,355,0,per_run
clique,30,6,7,bid_sending,3099,0,per_run
clique,30,6,7,winner_wait,6860,0,per_run
clique,30,6,8,announce_wait,295,0,per_run
clique,30,6,8,bid_sending,3040,0,per_run
clique,30,6,8,winner_wait,7445,0,per_run
clique,30,6,9,announce_wait,355,1,per_run
clique,30,6,9,bid_sending,2847,1,per_run
clique,30,6,9,winner_wait,9452,1,per_run
clique,30,6,9,confirm_all,22501,1,per_run
clique,4,1,1,announce_wait,23,1,per_run
clique,4,1,1,bid_sending,198,1,per_run
clique,4,1,1,winner_wait,9771,1,per_run
clique,4,1,1,confirm_all,2160,1,per_run
clique,4,1,10,announce_wait,25,1,per_run
clique,4,1,10,bid_sending,227,1,per_run
clique,4,1,10,winner_wait,9704,1,per_run
clique,4,1,10,confirm_all,2158,1,per_run
clique,4,1,11,announce_wait,22,1,per_run
clique,4,1,11,bid_sending,167,1,per_run
clique,4,1,11,winner_wait,9798,1,per_run
clique,4,1,11,confirm_all,2174,1,per_run
clique,4,1,12,announce_wait,23,1,per_run
clique,4,1,12,bid_sending,153,1,per_run
clique,4,1,12,winner_wait,9803,1,per_run
clique,4,1,12,confirm_all,2118,1,per_run
clique,4,1,13,announce_wait,20,1,per_run
clique,4,1,13,bid_sending,159,1,per_run
clique,4,1,13,winner_wait,9791,1,per_run
clique,4,1,13,confirm_all,2219,1,per_run
clique,4,1,14,announce_wait,21,1,per_run
clique,4,1,14,bid_sending,180,1,per_run
clique,4,1,14,winner_wait,9761,1,per_run
clique,4,1,14,confirm_all,2124,1,per_run
clique,4,1,15,announce_wait,23,1,per_run
clique,4,1,15,bid_sending,209,1,per_run
clique,4,1,15,winner_wait,9745,1,per_run
clique,4,1,15,confirm_all,2139,1,per_run
clique,4,1,16,announce_wait,21,1,per_run
clique,4,1,16,bid_sending,159,1,per_run
clique,4,1,16,winner_wait,9796,1,per_run
clique,4,1,16,confirm_all,2167,1,per_run
clique,4,1,17,announce_wait,21,1,per_run
clique,4,1,17,bid_sending,171,1,per_run
clique,4,1,17,winner_wait,9781,1,per_run
clique,4,1,17,confirm_all,2118,1,per_run
clique,4,1,18,announce_wait,30,1,per_run
clique,4,1,18,bid_sending,246,1,per_run
clique,4,1,18,winner_wait,9685,1,per_run
clique,4,1,18,confirm_all,2117,1,per_run
clique,4,1,19,announce_wait,27,1,per_run
clique,4,1,19,bid_sending,163,1,per_run
clique,4,1,19,winner_wait,9775,1,per_run
clique,4,1,19,confirm_all,2187,1,per_run
clique,4,1,2,announce_wait,27,1,per_run
clique,4,1,2,bid_sending,167,1,per_run
clique,4,1,2,winner_wait,9781,1,per_run
clique,4,1,2,confirm_all,2165,1,per_run
clique,4,1,20,announce_wait,31,1,per_run
clique,4,1,20,bid_sending,156,1,per_run
clique,4,1,20,winner_wait,9797,1,per_run
clique,4,1,20,confirm_all,2163,1,per_run
clique,4,1,3,announce_wait,20,1,per_run
clique,4,1,3,bid_sending,164,1,per_run
clique,4,1,3,winner_wait,9782,1,per_run
clique,4,1,3,confirm_all,2209,1,per_run
clique,4,1,4,announce_wait,24,1,per_run
clique,4,1,4,bid_sending,184,1,per_run
clique,4,1,4,winner_wait,9757,1,per_run
clique,4,1,4,confirm_all,2132,1,per_run
clique,4,1,5,announce_wait,27,1,per_run
clique,4,1,5,bid_sending,158,1,per_run
clique,4,1,5,winner_wait,9801,1,per_run
clique,4,1,5,confirm_all,2163,1,per_run
clique,4,1,6,announce_wait,24,1,per_run
clique,4,1,6,bid_sending,174,1,per_run
clique,4,1,6,winner_wait,9754,1,per_run
clique,4,1,6,confirm_all,2080,1,per_run
clique,4,1,7,announce_wait,19,1,per_run
clique,4,1,7,bid_sending,216,1,per_run
clique,4,1,7,winner_wait,9726,1,per_run
clique,4,1,7,confirm_all,1974,1,per_run
clique,4,1,8,announce_wait,28,1,per_run
clique,4,1,8,bid_sending,168,1,per_run
clique,4,1,8,winner_wait,9794,1,per_run
clique,4,1,8,confirm_all,2100,1,per_run
clique,4,1,9,announce_wait,23,1,per_run
clique,4,1,9,bid_sending,181,1,per_run
clique,4,1,9,winner_wait,9782,1,per_run
clique,4,1,9,confirm_all,2199,1,per_run
qbft,10,1,1,announce_wait,149,1,per_run
qbft,10,1,1,bid_sending,9892,1,per_run
qbft,10,1,1,winner_wait,9786,1,per_run
qbft,10,1,1,confirm_all,10905,1,per_run
qbft,10,1,10,announce_wait,145,0,per_run
qbft,10,1,10,bid_sending,9971,0,per_run
qbft,10,1,10,winner_wait,9927,0,per_run
qbft,10,1,11,announce_wait,139,0,per_run
qbft,10,1,11,bid_sending,9986,0,per_run
qbft,10,1,11,winner_wait,9796,0,per_run
qbft,10,1,12,announce_wait,142,1,per_run
qbft,10,1,12,bid_sending,10115,1,per_run
qbft,10,1,12,winner_wait,9694,1,per_run
qbft,10,1,12,confirm_all,10890,1,per_run
qbft,10,1,13,announce_wait,170,0,per_run
qbft,10,1,13,bid_sending,9906,0,per_run
qbft,10,1,13,winner_wait,9932,0,per_run
qbft,10,1,14,announce_wait,123,0,per_run
qbft,10,1,14,bid_sending,10042,0,per_run
qbft,10,1,14,winner_wait,9802,0,per_run
qbft,10,1,15,announce_wait,155,1,per_run
qbft,10,1,15,bid_sending,10014,1,per_run
qbft,10,1,15,winner_wait,9808,1,per_run
qbft,10,1,15,confirm_all,11030,1,per_run
qbft,10,1,16,announce_wait,179,1,per_run
qbft,10,1,16,bid_sending,9994,1,per_run
qbft,10,1,16,winner_wait,9782,1,per_run
qbft,10,1,16,confirm_all,10900,1,per_run
qbft,10,1,17,announce_wait,125,0,per_run
qbft,10,1,17,bid_sending,9998,0,per_run
qbft,10,1,17,winner_wait,9812,0,per_run
qbft,10,1,18,announce_wait,170,1,per_run
qbft,10,1,18,bid_sending,10112,1,per_run
qbft,10,1,18,winner_wait,9720,1,per_run
qbft,10,1,18,confirm_all,10895,1,per_run
qbft,10,1,19,announce_wait,122,0,per_run
qbft,10,1,19,bid_sending,9930,0,per_run
qbft,10,1,19,winner_wait,9888,0,per_run
qbft,10,1,2,announce_wait,113,1,per_run
qbft,10,1,2,bid_sending,9942,1,per_run
qbft,10,1,2,winner_wait,9870,1,per_run
qbft,10,1,2,confirm_all,10844,1,per_run
qbft,10,1,20,announce_wait,208,0,per_run
qbft,10,1,20,bid_sending,10028,0,per_run
qbft,10,1,20,winner_wait,9735,0,per_run
qbft,10,1,3,announce_wait,118,1,per_run
qbft,10,1,3,bid_sending,9958,1,per_run
qbft,10,1,3,winner_wait,9880,1,per_run
qbft,10,1,3,confirm_all,10781,1,per_run
qbft,10,1,4,announce_wait,133,0,per_run
qbft,10,1,4,bid_sending,9977,0,per_run
qbft,10,1,4,winner_wait,9811,0,per_run
qbft,10,1,5,announce_wait,92,1,per_run
qbft,10,1,5,bid_sending,10019,1,per_run
qbft,10,1,5,winner_wait,9805,1,per_run
qbft,10,1,5,confirm_all,10827,1,per_run
qbft,10,1,6,announce_wait,116,0,per_run
qbft,10,1,6,bid_sending,9976,0,per_run
qbft,10,1,6,winner_wait,9886,0,per_run
qbft,10,1,7,announce_wait,116,0,per_run
qbft,10,1,7,bid_sending,9976,0,per_run
qbft,10,1,7,winner_wait,9886,0,per_run
qbft,10,1,8,announce_wait,116,0,per_run
qbft,10,1,8,bid_sending,9976,0,per_run
qbft,10,1,8,winner_wait,9886,0,per_run
qbft,10,1,9,announce_wait,137,0,per_run
qbft,10,1,9,bid_sending,9990,0,per_run
qbft,10,1,9,winner_wait,9885,0,per_run
qbft,10,2,1,announce_wait,141,0,per_run
qbft,10,2,1,bid_sending,9943,0,per_run
qbft,10,2,1,winner_wait,9765,0,per_run
qbft,10,2,10,announce_wait,111,1,per_run
qbft,10,2,10,bid_sending,10054,1,per_run
qbft,10,2,10,winner_wait,9846,1,per_run
qbft,10,2,10,confirm_all,10854,1,per_run
qbft,10,2,11,announce_wait,159,1,per_run
qbft,10,2,11,bid_sending,9989,1,per_run
qbft,10,2,11,winner_wait,9706,1,per_run
qbft,10,2,11,confirm_all,10880,1,per_run
qbft,10,2,12,announce_wait,156,0,per_run
qbft,10,2,12,bid_sending,9970,0,per_run
qbft,10,2,12,winner_wait,9870,0,per_run
qbft,10,2,13,announce_wait,110,1,per_run
qbft,10,2,13,bid_sending,10031,1,per_run
qbft,10,2,13,winner_wait,9823,1,per_run
qbft,10,2,13,confirm_all,10890,1,per_run
qbft,10,2,14,announce_wait,161,1,per_run
qbft,10,2,14,bid_sending,10103,1,per_run
qbft,10,2,14,winner_wait,9733,1,per_run
qbft,10,2,14,confirm_all,10782,1,per_run
qbft,10,2,15,announce_wait,121,0,per_run
qbft,10,2,15,bid_sending,10085,0,per_run
qbft,10,2,15,winner_wait,9813,0,per_run
qbft,10,2,16,announce_wait,212,0,per_run
qbft,10,2,16,bid_sending,9876,0,per_run
qbft,10,2,16,winner_wait,9880,0,per_run
qbft,10,2,17,announce_wait,119,1,per_run
qbft,10,2,17,bid_sending,9925,1,per_run
qbft,10,2,17,winner_wait,9896,1,per_run
qbft,10,2,17,confirm_all,10850,1,per_run
qbft,10,2,18,announce_wait,141,0,per_run
qbft,10,2,18,bid_sending,10072,0,per_run
qbft,10,2,18,winner_wait,9797,0,per_run
qbft,10,2,19,announce_wait,79,1,per_run
qbft,10,2,19,bid_sending,10063,1,per_run
qbft,10,2,19,winner_wait,9769,1,per_run
qbft,10,2,19,confirm_all,10916,1,per_run
qbft,10,2,2,announce_wait,124,0,per_run
qbft,10,2,2,bid_sending,9937,0,per_run
qbft,10,2,2,winner_wait,9831,0,per_run
qbft,10,2,20,announce_wait,168,1,per_run
qbft,10,2,20,bid_sending,10078,1,per_run
qbft,10,2,20,winner_wait,9722,1,per_run
qbft,10,2,20,confirm_all,10859,1,per_run
qbft,10,2,3,announce_wait,129,0,per_run
qbft,10,2,3,bid_sending,9986,0,per_run
qbft,10,2,3,winner_wait,9867,0,per_run
qbft,10,2,4,announce_wait,106,1,per_run
qbft,10,2,4,bid_sending,9985,1,per_run
qbft,10,2,4,winner_wait,9863,1,per_run
qbft,10,2,4,confirm_all,10744,1,per_run
qbft,10,2,5,announce_wait,113,0,per_run
qbft,10,2,5,bid_sending,10004,0,per_run
qbft,10,2,5,winner_wait,9849,0,per_run
qbft,10,2,6,announce_wait,120,1,per_run
qbft,10,2,6,bid_sending,9963,1,per_run
qbft,10,2,6,winner_wait,9886,1,per_run
qbft,10,2,6,confirm_all,10772,1,per_run
qbft,10,2,7,announce_wait,120,1,per_run
qbft,10,2,7,bid_sending,9963,1,per_run
qbft,10,2,7,winner_wait,9886,1,per_run
qbft,10,2,7,confirm_all,10772,1,per_run
qbft,10,2,8,announce_wait,120,1,per_run
qbft,10,2,8,bid_sending,9963,1,per_run
qbft,10,2,8,winner_wait,9886,1,per_run
qbft,10,2,8,confirm_all,10772,1,per_run
qbft,10,2,9,announce_wait,117,1,per_run
qbft,10,2,9,bid_sending,10024,1,per_run
qbft,10,2,9,winner_wait,9915,1,per_run
qbft,10,2,9,confirm_all,10684,1,per_run
qbft,20,1,1,announce_wait,314,0,per_run
qbft,20,1,1,bid_sending,2425,0,per_run
qbft,20,1,1,winner_wait,7490,0,per_run
qbft,20,1,10,announce_wait,160,0,per_run
qbft,20,1,10,bid_sending,1515,0,per_run
qbft,20,1,10,winner_wait,8525,0,per_run
qbft,20,1,11,announce_wait,190,0,per_run
qbft,20,1,11,bid_sending,1680,0,per_run
qbft,20,1,11,winner_wait,8418,0,per_run
qbft,20,1,12,announce_wait,212,0,per_run
qbft,20,1,12,bid_sending,1675,0,per_run
qbft,20,1,12,winner_wait,8274,0,per_run
qbft,20,1,13,announce_wait,180,0,per_run
qbft,20,1,13,bid_sending,1689,0,per_run
qbft,20,1,13,winner_wait,8197,0,per_run
qbft,20,1,14,announce_wait,5055,1,per_run
qbft,20,1,14,bid_sending,1631,1,per_run
qbft,20,1,14,winner_wait,8686,1,per_run
qbft,20,1,14,confirm_all,33735,1,per_run
qbft,20,1,15,announce_wait,201,0,per_run
qbft,20,1,15,bid_sending,1769,0,per_run
qbft,20,1,15,winner_wait,8259,0,per_run
qbft,20,1,16,announce_wait,206,1,per_run
qbft,20,1,16,bid_sending,1626,1,per_run
qbft,20,1,16,winner_wait,8470,1,per_run
qbft,20,1,16,confirm_all,32970,1,per_run
qbft,20,1,17,announce_wait,4821,0,per_run
qbft,20,1,17,bid_sending,1628,0,per_run
qbft,20,1,17,winner_wait,8777,0,per_run
qbft,20,1,18,announce_wait,150,0,per_run
qbft,20,1,18,bid_sending,1610,0,per_run
qbft,20,1,18,winner_wait,8259,0,per_run
qbft,20,1,19,announce_wait,161,1,per_run
qbft,20,1,19,bid_sending,1575,1,per_run
qbft,20,1,19,winner_wait,8455,1,per_run
qbft,20,1,19,confirm_all,33853,1,per_run
qbft,20,1,2,announce_wait,278,0,per_run
qbft,20,1,2,bid_sending,2227,0,per_run
qbft,20,1,2,winner_wait,7622,0,per_run
qbft,20,1,20,announce_wait,177,0,per_run
qbft,20,1,20,bid_sending,1655,0,per_run
qbft,20,1,20,winner_wait,8353,0,per_run
qbft,20,1,3,announce_wait,248,1,per_run
qbft,20,1,3,bid_sending,1873,1,per_run
qbft,20,1,3,winner_wait,8032,1,per_run
qbft,20,1,3,confirm_all,33440,1,per_run
qbft,20,1,4,announce_wait,186,0,per_run
qbft,20,1,4,bid_sending,1989,0,per_run
qbft,20,1,4,winner_wait,8166,0,per_run
qbft,20,1,5,announce_wait,199,0,per_run
qbft,20,1,5,bid_sending,1879,0,per_run
qbft,20,1,5,winner_wait,8215,0,per_run
qbft,20,1,6,announce_wait,187,0,per_run
qbft,20,1,6,bid_sending,1679,0,per_run
qbft,20,1,6,winner_wait,8546,0,per_run
qbft,20,1,7,announce_wait,199,0,per_run
qbft,20,1,7,bid_sending,1879,0,per_run
qbft,20,1,7,winner_wait,8215,0,per_run
qbft,20,1,8,announce_wait,187,0,per_run
qbft,20,1,8,bid_sending,1671,0,per_run
qbft,20,1,8,winner_wait,8539,0,per_run
qbft,20,1,9,announce_wait,210,1,per_run
qbft,20,1,9,bid_sending,1831,1,per_run
qbft,20,1,9,winner_wait,8062,1,per_run
qbft,20,1,9,confirm_all,32872,1,per_run
qbft,20,2,1,announce_wait,313,1,per_run
qbft,20,2,1,bid_sending,2663,1,per_run
qbft,20,2,1,winner_wait,7332,1,per_run
qbft,20,2,1,confirm_all,35804,1,per_run
qbft,20,2,10,announce_wait,192,0,per_run
qbft,20,2,10,bid_sending,1770,0,per_run
qbft,20,2,10,winner_wait,8237,0,per_run
qbft,20,2,11,announce_wait,181,0,per_run
qbft,20,2,11,bid_sending,1561,0,per_run
qbft,20,2,11,winner_wait,8609,0,per_run
qbft,20,2,12,announce_wait,173,1,per_run
qbft,20,2,12,bid_sending,1627,1,per_run
qbft,20,2,12,winner_wait,8108,1,per_run
qbft,20,2,12,confirm_all,34244,1,per_run
qbft,20,2,13,announce_wait,171,1,per_run
qbft,20,2,13,bid_sending,1690,1,per_run
