consensus,mec_count,provider_id,run_id,file,won_any,p_announce_wait_ms,p_bid_sending_ms,p_winner_wait_ms,p_confirm_all_ms
clique,4,1,2,clique/4-mecs/provider_1_run_2.csv,1,19,388,9605,2170
clique,4,1,20,clique/4-mecs/provider_1_run_20.csv,1,17,357,9484,2044
clique,4,1,3,clique/4-mecs/provider_1_run_3.csv,1,21,378,9575,2304
clique,4,1,4,clique/4-mecs/provider_1_run_4.csv,1,19,363,9519,1995
clique,4,1,5,clique/4-mecs/provider_1_run_5.csv,1,18,377,9530,2069
clique,4,1,6,clique/4-mecs/provider_1_run_6.csv,1,16,387,9546,1981
clique,4,1,7,clique/4-mecs/provider_1_run_7.csv,1,18,404,9704,1987
clique,4,1,8,clique/4-mecs/provider_1_run_8.csv,1,18,375,9506,2084
clique,4,1,9,clique/4-mecs/provider_1_run_9.csv,1,17,378,9409,1988
qbft,10,1,1,qbft/10-mecs/provider_1_run_1.csv,1,81,913,9051,6077
qbft,10,1,10,qbft/10-mecs/provider_1_run_10.csv,0,60,785,9132,
qbft,10,1,11,qbft/10-mecs/provider_1_run_11.csv,0,90,805,9116,
qbft,10,1,12,qbft/10-mecs/provider_1_run_12.csv,1,58,854,9050,5833
qbft,10,1,13,qbft/10-mecs/provider_1_run_13.csv,0,62,819,9274,
qbft,10,1,14,qbft/10-mecs/provider_1_run_14.csv,0,64,798,9096,
qbft,10,1,15,qbft/10-mecs/provider_1_run_15.csv,0,70,919,9269,
qbft,10,1,16,qbft/10-mecs/provider_1_run_16.csv,0,62,776,9173,
qbft,10,1,17,qbft/10-mecs/provider_1_run_17.csv,1,59,810,9067,5883
qbft,10,1,18,qbft/10-mecs/provider_1_run_18.csv,0,64,769,9118,
qbft,10,1,19,qbft/10-mecs/provider_1_run_19.csv,0,58,814,9114,
qbft,10,1,2,qbft/10-mecs/provider_1_run_2.csv,1,5137,910,8694,5934
qbft,10,1,20,qbft/10-mecs/provider_1_run_20.csv,1,61,803,9187,5797
qbft,10,1,3,qbft/10-mecs/provider_1_run_3.csv,0,66,908,9112,
qbft,10,1,4,qbft/10-mecs/provider_1_run_4.csv,0,80,896,9038,
qbft,10,1,5,qbft/10-mecs/provider_1_run_5.csv,1,57,884,9022,5912
qbft,10,1,6,qbft/10-mecs/provider_1_run_6.csv,1,105,780,8905,6109
qbft,10,1,7,qbft/10-mecs/provider_1_run_7.csv,0,67,788,9110,
qbft,10,1,8,qbft/10-mecs/provider_1_run_8.csv,1,60,853,9250,5840
qbft,10,1,9,qbft/10-mecs/provider_1_run_9.csv,1,77,802,9081,5821
qbft,10,2,1,qbft/10-mecs/provider_2_run_1.csv,0,79,978,8964,
qbft,10,2,10,qbft/10-mecs/provider_2_run_10.csv,1,59,790,9075,5964
qbft,10,2,11,qbft/10-mecs/provider_2_run_11.csv,1,88,768,9108,5985
qbft,10,2,12,qbft/10-mecs/provider_2_run_12.csv,0,57,819,8888,
qbft,10,2,13,qbft/10-mecs/provider_2_run_13.csv,1,60,829,9198,6008
qbft,10,2,14,qbft/10-mecs/provider_2_run_14.csv,1,64,740,8913,6023
qbft,10,2,15,qbft/10-mecs/provider_2_run_15.csv,1,65,778,9206,5884
qbft,10,2,16,qbft/10-mecs/provider_2_run_16.csv,1,65,822,9026,5883
qbft,10,2,17,qbft/10-mecs/provider_2_run_17.csv,0,55,824,8971,
qbft,10,2,18,qbft/10-mecs/provider_2_run_18.csv,1,66,793,9061,5750
qbft,10,2,19,qbft/10-mecs/provider_2_run_19.csv,1,58,793,9067,5842
qbft,10,2,2,qbft/10-mecs/provider_2_run_2.csv,0,5086,836,9012,
qbft,10,2,20,qbft/10-mecs/provider_2_run_20.csv,0,62,773,9133,
qbft,10,2,3,qbft/10-mecs/provider_2_run_3.csv,1,65,889,9150,5916
qbft,10,2,4,qbft/10-mecs/provider_2_run_4.csv,1,77,967,9063,6010
qbft,10,2,5,qbft/10-mecs/provider_2_run_5.csv,0,88,830,9347,
qbft,10,2,6,qbft/10-mecs/provider_2_run_6.csv,0,88,774,9065,
qbft,10,2,7,qbft/10-mecs/provider_2_run_7.csv,1,77,865,9131,5783
qbft,10,2,8,qbft/10-mecs/provider_2_run_8.csv,0,64,832,9182,
qbft,10,2,9,qbft/10-mecs/provider_2_run_9.csv,0,74,782,9193,
qbft,20,1,1,qbft/20-mecs/provider_1_run_1.csv,0,314,2425,7490,
qbft,20,1,10,qbft/20-mecs/provider_1_run_10.csv,0,160,1515,8525,
qbft,20,1,11,qbft/20-mecs/provider_1_run_11.csv,0,190,1680,8418,
qbft,20,1,12,qbft/20-mecs/provider_1_run_12.csv,0,212,1675,8274,
qbft,20,1,13,qbft/20-mecs/provider_1_run_13.csv,0,180,1689,8197,
qbft,20,1,14,qbft/20-mecs/provider_1_run_14.csv,1,5055,1631,8686,33735
qbft,20,1,15,qbft/20-mecs/provider_1_run_15.csv,0,201,1769,8259,
qbft,20,1,16,qbft/20-mecs/provider_1_run_16.csv,1,206,1626,8470,32970
qbft,20,1,17,qbft/20-mecs/provider_1_run_17.csv,0,4821,1628,8777,
qbft,20,1,18,qbft/20-mecs/provider_1_run_18.csv,0,150,1610,8259,
qbft,20,1,19,qbft/20-mecs/provider_1_run_19.csv,1,161,1575,8455,33853
qbft,20,1,2,qbft/20-mecs/provider_1_run_2.csv,0,278,2227,7622,
qbft,20,1,20,qbft/20-mecs/provider_1_run_20.csv,0,177,1655,8353,
qbft,20,1,3,qbft/20-mecs/provider_1_run_3.csv,1,248,1873,8032,33440
qbft,20,1,4,qbft/20-mecs/provider_1_run_4.csv,0,186,1989,8166,
qbft,20,1,5,qbft/20-mecs/provider_1_run_5.csv,0,199,1879,8215,
qbft,20,1,6,qbft/20-mecs/provider_1_run_6.csv,0,187,1679,8546,
qbft,20,1,7,qbft/20-mecs/provider_1_run_7.csv,0,199,1879,8215,
qbft,20,1,8,qbft/20-mecs/provider_1_run_8.csv,0,187,1671,8539,
qbft,20,1,9,qbft/20-mecs/provider_1_run_9.csv,1,210,1831,8062,32872
qbft,20,2,1,qbft/20-mecs/provider_2_run_1.csv,1,313,2663,7332,35804
qbft,20,2,10,qbft/20-mecs/provider_2_run_10.csv,0,192,1770,8237,
qbft,20,2,11,qbft/20-mecs/provider_2_run_11.csv,0,181,1561,8609,
qbft,20,2,12,qbft/20-mecs/provider_2_run_12.csv,1,173,1627,8108,34244
qbft,20,2,13,qbft/20-mecs/provider_2_run_13.csv,1,171,1690,8385,34601
qbft,20,2,14,qbft/20-mecs/provider_2_run_14.csv,0,4960,1750,8662,
qbft,20,2,15,qbft/20-mecs/provider_2_run_15.csv,1,206,1709,8445,34019
qbft,20,2,16,qbft/20-mecs/provider_2_run_16.csv,0,195,1606,8492,
qbft,20,2,17,qbft/20-mecs/provider_2_run_17.csv,0,4846,1578,8839,
qbft,20,2,18,qbft/20-mecs/provider_2_run_18.csv,0,161,1532,8592,
qbft,20,2,19,qbft/20-mecs/provider_2_run_19.csv,0,173,1625,8409,
qbft,20,2,2,qbft/20-mecs/provider_2_run_2.csv,1,300,2157,7767,34936
qbft,20,2,20,qbft/20-mecs/provider_2_run_20.csv,0,174,1446,8556,
qbft,20,2,3,qbft/20-mecs/provider_2_run_3.csv,0,240,2103,7950,
qbft,20,2,4,qbft/20-mecs/provider_2_run_4.csv,1,233,2043,8058,33546
qbft,20,2,5,qbft/20-mecs/provider_2_run_5.csv,1,212,1842,8307,33907
qbft,20,2,6,qbft/20-mecs/provider_2_run_6.csv,0,198,1759,8211,
qbft,20,2,7,qbft/20-mecs/provider_2_run_7.csv,1,212,1842,8307,33907
qbft,20,2,8,qbft/20-mecs/provider_2_run_8.csv,0,200,1591,8646,
qbft,20,2,9,qbft/20-mecs/provider_2_run_9.csv,0,224,1783,8264,
qbft,20,3,1,qbft/20-mecs/provider_3_run_1.csv,0,292,2593,7325,
qbft,20,3,10,qbft/20-mecs/provider_3_run_10.csv,0,161,1470,8379,
qbft,20,3,11,qbft/20-mecs/provider_3_run_11.csv,1,205,1611,8442,33670
qbft,20,3,12,qbft/20-mecs/provider_3_run_12.csv,0,175,1855,8071,
qbft,20,3,13,qbft/20-mecs/provider_3_run_13.csv,0,172,1657,8406,
qbft,20,3,14,qbft/20-mecs/provider_3_run_14.csv,0,5009,1897,8504,
qbft,20,3,15,qbft/20-mecs/provider_3_run_15.csv,0,205,1680,8462,
qbft,20,3,16,qbft/20-mecs/provider_3_run_16.csv,0,187,1506,8615,
qbft,20,3,17,qbft/20-mecs/provider_3_run_17.csv,1,4877,1681,8706,34547
qbft,20,3,18,qbft/20-mecs/provider_3_run_18.csv,0,184,1633,8433,
qbft,20,3,19,qbft/20-mecs/provider_3_run_19.csv,0,195,1484,8505,
qbft,20,3,2,qbft/20-mecs/provider_3_run_2.csv,0,239,2120,7630,
qbft,20,3,20,qbft/20-mecs/provider_3_run_20.csv,1,168,1598,8412,33169
qbft,20,3,3,qbft/20-mecs/provider_3_run_3.csv,0,222,1928,7942,
qbft,20,3,4,qbft/20-mecs/provider_3_run_4.csv,0,277,2079,7856,
qbft,20,3,5,qbft/20-mecs/provider_3_run_5.csv,0,189,1740,8191,
qbft,20,3,6,qbft/20-mecs/provider_3_run_6.csv,0,184,1623,8542,
qbft,20,3,7,qbft/20-mecs/provider_3_run_7.csv,0,189,1740,8191,
qbft,20,3,8,qbft/20-mecs/provider_3_run_8.csv,1,205,1761,8406,33575
qbft,20,3,9,qbft/20-mecs/provider_3_run_9.csv,0,193,1721,8403,
qbft,20,4,1,qbft/20-mecs/provider_4_run_1.csv,0,313,2371,7337,
qbft,20,4,10,qbft/20-mecs/provider_4_run_10.csv,1,193,1698,8357,34002
qbft,20,4,11,qbft/20-mecs/provider_4_run_11.csv,0,186,1624,8373,
qbft,20,4,12,qbft/20-mecs/provider_4_run_12.csv,0,203,1597,8241,
qbft,20,4,13,qbft/20-mecs/provider_4_run_13.csv,0,189,1513,8554,
qbft,20,4,14,qbft/20-mecs/provider_4_run_14.csv,0,5015,1451,8926,
qbft,20,4,15,qbft/20-mecs/provider_4_run_15.csv,0,177,1605,8591,
qbft,20,4,16,qbft/20-mecs/provider_4_run_16.csv,0,161,1566,8383,
qbft,20,4,17,qbft/20-mecs/provider_4_run_17.csv,0,4853,1630,8684,
qbft,20,4,18,qbft/20-mecs/provider_4_run_18.csv,1,180,1488,8555,35004
qbft,20,4,19,qbft/20-mecs/provider_4_run_19.csv,0,189,1539,8535,
qbft,20,4,2,qbft/20-mecs/provider_4_run_2.csv,0,256,2026,7763,
qbft,20,4,20,qbft/20-mecs/provider_4_run_20.csv,0,165,1574,8488,
qbft,20,4,3,qbft/20-mecs/provider_4_run_3.csv,0,236,1866,8200,
qbft,20,4,4,qbft/20-mecs/provider_4_run_4.csv,0,200,1634,8444,
qbft,20,4,5,qbft/20-mecs/provider_4_run_5.csv,0,181,1636,8352,
qbft,20,4,6,qbft/20-mecs/provider_4_run_6.csv,1,186,1772,8417,33612
qbft,20,4,7,qbft/20-mecs/provider_4_run_7.csv,0,181,1636,8352,
qbft,20,4,8,qbft/20-mecs/provider_4_run_8.csv,0,180,1767,8381,
qbft,20,4,9,qbft/20-mecs/provider_4_run_9.csv,0,171,1556,8378,
qbft,30,1,1,qbft/30-mecs/provider_1_run_1.csv,1,489,4463,9743,1470
qbft,30,1,10,qbft/30-mecs/provider_1_run_10.csv,0,366,3050,7342,
qbft,30,1,11,qbft/30-mecs/provider_1_run_11.csv,0,315,3042,7292,
qbft,30,1,12,qbft/30-mecs/provider_1_run_12.csv,0,313,2837,7976,
qbft,30,1,13,qbft/30-mecs/provider_1_run_13.csv,0,325,3159,6879,
qbft,30,1,14,qbft/30-mecs/provider_1_run_14.csv,0,335,3037,7368,
qbft,30,1,15,qbft/30-mecs/provider_1_run_15.csv,1,4655,3108,7921,21587
qbft,30,1,16,qbft/30-mecs/provider_1_run_16.csv,0,299,2683,7631,
qbft,30,1,17,qbft/30-mecs/provider_1_run_17.csv,0,359,3347,6883,
qbft,30,1,18,qbft/30-mecs/provider_1_run_18.csv,0,325,2883,7284,
qbft,30,1,19,qbft/30-mecs/provider_1_run_19.csv,0,304,3245,6912,
qbft,30,1,2,qbft/30-mecs/provider_1_run_2.csv,1,4927,3911,6963,22876
qbft,30,1,20,qbft/30-mecs/provider_1_run_20.csv,1,4740,2833,7966,21987
qbft,30,1,3,qbft/30-mecs/provider_1_run_3.csv,0,364,3444,6974,
qbft,30,1,4,qbft/30-mecs/provider_1_run_4.csv,0,406,3192,6869,
qbft,30,1,5,qbft/30-mecs/provider_1_run_5.csv,0,359,3347,6883,
qbft,30,1,6,qbft/30-mecs/provider_1_run_6.csv,0,371,3375,6964,
qbft,30,1,7,qbft/30-mecs/provider_1_run_7.csv,0,418,3434,6486,
qbft,30,1,8,qbft/30-mecs/provider_1_run_8.csv,1,351,2856,7306,21017
qbft,30,1,9,qbft/30-mecs/provider_1_run_9.csv,0,306,2827,7485,
qbft,30,2,1,qbft/30-mecs/provider_2_run_1.csv,1,455,4446,10003,1306
qbft,30,2,10,qbft/30-mecs/provider_2_run_10.csv,0,291,2815,7692,
qbft,30,2,11,qbft/30-mecs/provider_2_run_11.csv,0,337,2982,7449,
qbft,30,2,12,qbft/30-mecs/provider_2_run_12.csv,0,313,2939,7573,
qbft,30,2,13,qbft/30-mecs/provider_2_run_13.csv,0,329,3029,7071,
qbft,30,2,14,qbft/30-mecs/provider_2_run_14.csv,0,303,2965,7657,
qbft,30,2,15,qbft/30-mecs/provider_2_run_15.csv,0,4573,3211,7812,
qbft,30,2,16,qbft/30-mecs/provider_2_run_16.csv,0,305,2796,7480,
qbft,30,2,17,qbft/30-mecs/provider_2_run_17.csv,0,337,3395,6994,
qbft,30,2,18,qbft/30-mecs/provider_2_run_18.csv,1,294,3007,7436,20291
qbft,30,2,19,qbft/30-mecs/provider_2_run_19.csv,1,326,2960,7209,20157
qbft,30,2,2,qbft/30-mecs/provider_2_run_2.csv,0,4812,3678,7299,
qbft,30,2,20,qbft/30-mecs/provider_2_run_20.csv,0,4662,2807,8051,
qbft,30,2,3,qbft/30-mecs/provider_2_run_3.csv,0,347,3412,6784,
qbft,30,2,4,qbft/30-mecs/provider_2_run_4.csv,0,381,3398,6776,
qbft,30,2,5,qbft/30-mecs/provider_2_run_5.csv,0,337,3395,6994,
qbft,30,2,6,qbft/30-mecs/provider_2_run_6.csv,0,327,3210,7055,
qbft,30,2,7,qbft/30-mecs/provider_2_run_7.csv,0,339,3245,6747,
qbft,30,2,8,qbft/30-mecs/provider_2_run_8.csv,0,276,2806,7403,
qbft,30,2,9,qbft/30-mecs/provider_2_run_9.csv,0,340,2745,7400,
qbft,30,3,1,qbft/30-mecs/provider_3_run_1.csv,1,477,3780,10679,5996
qbft,30,3,10,qbft/30-mecs/provider_3_run_10.csv,0,275,2784,7587,
qbft,30,3,11,qbft/30-mecs/provider_3_run_11.csv,0,303,2855,7445,
qbft,30,3,12,qbft/30-mecs/provider_3_run_12.csv,0,318,2964,7296,
qbft,30,3,13,qbft/30-mecs/provider_3_run_13.csv,0,338,3118,6853,
qbft,30,3,14,qbft/30-mecs/provider_3_run_14.csv,0,264,2749,7714,
qbft,30,3,15,qbft/30-mecs/provider_3_run_15.csv,0,4690,2874,7975,
qbft,30,3,16,qbft/30-mecs/provider_3_run_16.csv,0,286,2668,7601,
qbft,30,3,17,qbft/30-mecs/provider_3_run_17.csv,0,376,3696,6496,
qbft,30,3,18,qbft/30-mecs/provider_3_run_18.csv,0,324,2876,7408,
qbft,30,3,19,qbft/30-mecs/provider_3_run_19.csv,0,274,3164,7040,
qbft,30,3,2,qbft/30-mecs/provider_3_run_2.csv,0,4823,3456,7484,
qbft,30,3,20,qbft/30-mecs/provider_3_run_20.csv,0,4834,2833,7798,
qbft,30,3,3,qbft/30-mecs/provider_3_run_3.csv,1,449,3483,6803,22120
qbft,30,3,4,qbft/30-mecs/provider_3_run_4.csv,0,345,3442,7040,
qbft,30,3,5,qbft/30-mecs/provider_3_run_5.csv,0,376,3696,6496,
qbft,30,3,6,qbft/30-mecs/provider_3_run_6.csv,1,378,3534,6517,22377
qbft,30,3,7,qbft/30-mecs/provider_3_run_7.csv,0,424,3407,6773,
qbft,30,3,8,qbft/30-mecs/provider_3_run_8.csv,0,314,2798,7514,
qbft,30,3,9,qbft/30-mecs/provider_3_run_9.csv,0,312,2772,7339,
qbft,30,4,1,qbft/30-mecs/provider_4_run_1.csv,0,525,4010,10285,
qbft,30,4,10,qbft/30-mecs/provider_4_run_10.csv,1,335,2961,7315,21477
qbft,30,4,11,qbft/30-mecs/provider_4_run_11.csv,0,362,3016,7410,
qbft,30,4,12,qbft/30-mecs/provider_4_run_12.csv,0,321,3004,7471,
qbft,30,4,13,qbft/30-mecs/provider_4_run_13.csv,0,314,3236,7142,
qbft,30,4,14,qbft/30-mecs/provider_4_run_14.csv,1,342,3052,7132,21753
qbft,30,4,15,qbft/30-mecs/provider_4_run_15.csv,0,4733,2950,8081,
qbft,30,4,16,qbft/30-mecs/provider_4_run_16.csv,0,301,2828,7318,
qbft,30,4,17,qbft/30-mecs/provider_4_run_17.csv,1,466,3441,6683,22028
qbft,30,4,18,qbft/30-mecs/provider_4_run_18.csv,0,301,3029,7413,
qbft,30,4,19,qbft/30-mecs/provider_4_run_19.csv,0,324,3343,6723,
qbft,30,4,2,qbft/30-mecs/provider_4_run_2.csv,0,4913,3645,7223,
qbft,30,4,20,qbft/30-mecs/provider_4_run_20.csv,0,4653,2908,7980,
qbft,30,4,3,qbft/30-mecs/provider_4_run_3.csv,0,376,3406,7207,
qbft,30,4,4,qbft/30-mecs/provider_4_run_4.csv,1,336,3602,6580,22365
qbft,30,4,5,qbft/30-mecs/provider_4_run_5.csv,1,466,3441,6683,22028
qbft,30,4,6,qbft/30-mecs/provider_4_run_6.csv,0,347,3327,6794,
qbft,30,4,7,qbft/30-mecs/provider_4_run_7.csv,0,368,3420,6609,
qbft,30,4,8,qbft/30-mecs/provider_4_run_8.csv,0,327,3030,7375,
qbft,30,4,9,qbft/30-mecs/provider_4_run_9.csv,0,298,2890,7344,
qbft,30,5,1,qbft/30-mecs/provider_5_run_1.csv,1,533,5147,9060,16723
qbft,30,5,10,qbft/30-mecs/provider_5_run_10.csv,0,284,2871,7638,
qbft,30,5,11,qbft/30-mecs/provider_5_run_11.csv,0,350,3057,7500,
qbft,30,5,12,qbft/30-mecs/provider_5_run_12.csv,1,344,2949,7485,21245
qbft,30,5,13,qbft/30-mecs/provider_5_run_13.csv,0,324,3107,7182,
qbft,30,5,14,qbft/30-mecs/provider_5_run_14.csv,0,277,3012,7152,
qbft,30,5,15,qbft/30-mecs/provider_5_run_15.csv,0,4647,3206,8049,
qbft,30,5,16,qbft/30-mecs/provider_5_run_16.csv,0,310,2973,7363,
qbft,30,5,17,qbft/30-mecs/provider_5_run_17.csv,0,311,3642,6218,
qbft,30,5,18,qbft/30-mecs/provider_5_run_18.csv,0,290,2927,7425,
qbft,30,5,19,qbft/30-mecs/provider_5_run_19.csv,0,281,3060,7264,
qbft,30,5,2,qbft/30-mecs/provider_5_run_2.csv,0,4913,4190,6988,
qbft,30,5,20,qbft/30-mecs/provider_5_run_20.csv,0,4711,2956,7826,
qbft,30,5,3,qbft/30-mecs/provider_5_run_3.csv,0,425,3599,6807,
qbft,30,5,4,qbft/30-mecs/provider_5_run_4.csv,0,354,3322,7031,
qbft,30,5,5,qbft/30-mecs/provider_5_run_5.csv,0,311,3642,6218,
qbft,30,5,6,qbft/30-mecs/provider_5_run_6.csv,0,328,3566,6489,
qbft,30,5,7,qbft/30-mecs/provider_5_run_7.csv,1,361,3387,6513,22088
qbft,30,5,8,qbft/30-mecs/provider_5_run_8.csv,0,324,3161,7033,
qbft,30,5,9,qbft/30-mecs/provider_5_run_9.csv,1,339,2941,7166,20519
qbft,30,6,1,qbft/30-mecs/provider_6_run_1.csv,0,444,4207,10418,
qbft,30,6,10,qbft/30-mecs/provider_6_run_10.csv,0,284,2922,7498,
qbft,30,6,11,qbft/30-mecs/provider_6_run_11.csv,1,459,2925,7588,22734
qbft,30,6,12,qbft/30-mecs/provider_6_run_12.csv,0,383,3044,7161,
qbft,30,6,13,qbft/30-mecs/provider_6_run_13.csv,1,296,3383,6782,22742
qbft,30,6,14,qbft/30-mecs/provider_6_run_14.csv,0,315,3147,7326,
qbft,30,6,15,qbft/30-mecs/provider_6_run_15.csv,0,4572,3148,7794,
qbft,30,6,16,qbft/30-mecs/provider_6_run_16.csv,1,331,2665,7569,21229
qbft,30,6,17,qbft/30-mecs/provider_6_run_17.csv,0,362,3580,6629,
qbft,30,6,18,qbft/30-mecs/provider_6_run_18.csv,0,274,2923,7593,
qbft,30,6,19,qbft/30-mecs/provider_6_run_19.csv,0,318,3244,6814,
qbft,30,6,2,qbft/30-mecs/provider_6_run_2.csv,0,4858,4007,7093,
qbft,30,6,20,qbft/30-mecs/provider_6_run_20.csv,0,4681,3002,8001,
qbft,30,6,3,qbft/30-mecs/provider_6_run_3.csv,0,409,3491,6936,
qbft,30,6,4,qbft/30-mecs/provider_6_run_4.csv,0,343,3237,7277,
qbft,30,6,5,qbft/30-mecs/provider_6_run_5.csv,0,362,3580,6629,
qbft,30,6,6,qbft/30-mecs/provider_6_run_6.csv,0,349,3247,6856,
qbft,30,6,7,qbft/30-mecs/provider_6_run_7.csv,0,379,3217,7010,
qbft,30,6,8,qbft/30-mecs/provider_6_run_8.csv,0,358,2870,7305,
qbft,30,6,9,qbft/30-mecs/provider_6_run_9.csv,0,290,2979,7277,
qbft,4,1,1,qbft/4-mecs/provider_1_run_1.csv,1,30,430,9604,1974
qbft,4,1,10,qbft/4-mecs/provider_1_run_10.csv,1,17,412,9519,2005
qbft,4,1,11,qbft/4-mecs/provider_1_run_11.csv,1,16,371,9419,2070
qbft,4,1,12,qbft/4-mecs/provider_1_run_12.csv,1,17,372,9598,2044
qbft,4,1,13,qbft/4-mecs/provider_1_run_13.csv,1,28,371,9673,2074
qbft,4,1,14,qbft/4-mecs/provider_1_run_14.csv,1,16,374,9423,2042
qbft,4,1,15,qbft/4-mecs/provider_1_run_15.csv,1,16,370,9633,1974
qbft,4,1,16,qbft/4-mecs/provider_1_run_16.csv,1,27,385,9423,2033
qbft,4,1,17,qbft/4-mecs/provider_1_run_17.csv,1,17,368,9617,2028
qbft,4,1,18,qbft/4-mecs/provider_1_run_18.csv,1,18,367,9445,1974
qbft,4,1,19,qbft/4-mecs/provider_1_run_19.csv,1,18,365,9606,2013
qbft,4,1,2,qbft/4-mecs/provider_1_run_2.csv,1,23,377,9593,2178
qbft,4,1,20,qbft/4-mecs/provider_1_run_20.csv,1,16,367,9444,2008
qbft,4,1,3,qbft/4-mecs/provider_1_run_3.csv,1,19,374,9535,2034
qbft,4,1,4,qbft/4-mecs/provider_1_run_4.csv,1,45,379,9477,2063
qbft,4,1,5,qbft/4-mecs/provider_1_run_5.csv,1,16,401,9458,2159
qbft,4,1,6,qbft/4-mecs/provider_1_run_6.csv,1,17,365,9530,2004
qbft,4,1,7,qbft/4-mecs/provider_1_run_7.csv,1,17,360,9505,2231
qbft,4,1,8,qbft/4-mecs/provider_1_run_8.csv,1,28,368,9570,2021
qbft,4,1,9,qbft/4-mecs/provider_1_run_9.csv,1,17,368,9446,2042
